序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
433,,133101692320,431558723,"国漫崛起的见证者",6,男,"我突然想到个东西。视频里的刀法、唐手都是中华文化的瑰宝。我们这一代人应该发扬光大的。我们这一代应该肩负起这个责任。而不是是去学跆拳道什么的，而是去学唐手之类的东西。",2022-10-10 10:04:52,0,0,"",辽宁,是,https://i2.hdslb.com/bfs/face/f22923f418325fa2dbb5917435415ac12e853499.jpg
434,,133101536432,192959691,"账号已注销",,保密,"好看",2022-10-10 10:03:10,0,0,"",陕西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
435,,133101470672,387946670,"深海_qwe",5,男,"精彩精彩[吃瓜]",2022-10-10 10:02:35,0,0,"",山东,否,https://i2.hdslb.com/bfs/face/769c566050d4dc1322671792a185cc9443973e01.jpg
436,,133101411456,1608685132,"瑶月戎华",5,保密,"不是推断，是电影里那个老大夫说药方里面有冰片，但中药里冰片这东西是大寒性药物。对因肺病导致体亏阳虚的是慎用禁用",2022-10-10 10:02:30,0,2,"",福建,否,https://i1.hdslb.com/bfs/face/5cd7a91854e0bae7c886a0f6b442871a3b81722e.jpg
437,,133101401344,2918956,"月夜秋池",6,男,"闭眼诱敌可真行，闭眼是为了摈弃五感中的形，也就是人们常说的视觉。高手之间的对决往往所见并非为实而苗刀这里的设定导演给出也一定是一击毙敌突出人物。闭眼不是装瞎而是为了加强其他感官配合自身经验（这里就包含了太多东西对敌之解自身领悟排兵设阵诱敌入围）看似敌人破围取将实则一静一动介在自己掌握。",2022-10-10 10:02:08,0,6,"一切众生，皆有如来智慧德相，只因妄想执著，不能证得。",山东,否,https://i1.hdslb.com/bfs/face/df0c00ed8183ab9b8d75995b893d0b1eece532d5.jpg
438,,133101334208,273115242,"夏河桥下",5,男,"视频做的不错，B站这样的视频才有意思",2022-10-10 10:01:37,0,0,"经年不知情，往事随风去",河南,否,http://i0.hdslb.com/bfs/face/38e1a4eaf87939ba9160f83b2abe7c7a01ddddf6.jpg
439,,133101320688,430299469,"亚芠龙",4,保密,"丁修真是越看越像曾毅",2022-10-10 10:01:08,0,0,"",河北,是,https://i1.hdslb.com/bfs/face/84e0873db7ac9b7f7e4fa8f42b39ec5fd8018d89.jpg
440,,133101267584,181990411,"一个内啡肽",6,男,"精彩，太精彩了。。",2022-10-10 10:00:59,0,0,"",山东,否,https://i1.hdslb.com/bfs/face/1f4edfe435951d7c42b63b7ad0c9a3d851a9b135.jpg
441,,133100534016,527483248,"疯魔鬼舞",4,保密,"加钱居士",2022-10-10 09:51:03,0,0,"",辽宁,否,https://i1.hdslb.com/bfs/face/cff3f408470c9584af11a4955ffbc44330720c82.jpg
442,,133100568624,4495950,"WAN丶笑",6,男,"对于丁修和一川还有丁白樱他们我认为是师兄妹的关系上面老师傅早死球了",2022-10-10 09:50:08,0,1,"老E我要给你生猴子(๑•ั็ω•็ั๑)",山西,是,https://i0.hdslb.com/bfs/face/cf7790b5c60392d6cb37efa639e0a907c74a6bef.jpg
443,,133100454544,415111743,"余瑜鱼儿",5,女,"@宝蓝为什么要加z 强推啊真的强推！我都给你推过好几遍了!",2022-10-10 09:49:51,0,0,"",内蒙古,否,https://i0.hdslb.com/bfs/face/7c7ad9985b8f0b92ea57cef6230628f82ce8a103.jpg
444,,133100436608,38334303,"橘子味黑心糖",6,男,"你做的好细",2022-10-10 09:49:03,0,0,"想轻轻牵住你的手",北京,否,https://i0.hdslb.com/bfs/face/d8dc7b47ff2f94d94d2bb325a3712a067c0e8826.jpg
445,,133100315664,59883743,"回眸一笑沁人心",6,保密,"倭刀是倭刀，苗刀是苗刀，倭刀又薄又窄，非常不结实，砍一两个人还行，要是多砍几个人或者跟别人用刀对砍，一砍就断，所以别把倭刀跟苗刀做比较",2022-10-10 09:48:32,0,0,"哀其不幸，怒其不争，身为人臣，该办人事，莫被金诱，行违心事！",北京,否,https://i2.hdslb.com/bfs/face/e97ebc16808bbcc9232a288c521c039e682bf073.jpg
446,,133099893920,39680793,"泷奈老婆太棒了",6,男,"出了几年无人知，一句加钱火遍天",2022-10-10 09:41:13,0,0,"都tm给我凉在这儿！(。・`ω´・)",四川,否,https://i0.hdslb.com/bfs/face/c709833d089c2fbe3736cd91f1c5b17b2aa8e85e.jpg
447,,133099883280,478636236,"308张某人",5,保密,"啥时候出第三季",2022-10-10 09:40:43,0,0,"",福建,否,https://i0.hdslb.com/bfs/face/7aa91c442e9be242ac6096de57a33ec572653ad4.jpg
448,,133099728288,84450028,"鹏鱼宴の",6,男,"别的不说，辛芷蕾真的是那种初次看一般，后面越好看的类型[脱单doge][脱单doge]",2022-10-10 09:38:37,0,0,"心灵鸡汤拯救不了吃饱喝足的人！",河北,是,https://i1.hdslb.com/bfs/face/178b6bbfb58a2c5cf79330b79ec9c7d15f7ecbd4.jpg
449,,133099711760,110123200,"轻听那冷雨",6,保密,"这么长我居然看完了",2022-10-10 09:37:50,0,0,"因为个性所以没有签名",山东,是,https://i1.hdslb.com/bfs/baselabs/ca2be8ed00e4196bf7e174b67e5788a93e4779b0.png
450,,133099688336,385903,"MoMo是萨摩耶",6,男,"7.6算什么高分",2022-10-10 09:36:44,0,0,"为什么总有人给自己起个很傻的名字，却做着自己名字里嘲讽的事？此号已7+30",广东,否,https://i1.hdslb.com/bfs/face/3a30de51bcd6e69ec2932101bdaf4f292e292d96.jpg
451,,133099681760,49816193,"Sharo_k",6,女,"讲的真好，听着听着就忘了时间了",2022-10-10 09:36:24,0,0,"我大银魂",四川,否,https://i2.hdslb.com/bfs/face/f151d902f9076a2e0d84dc08f940697955ae4243.jpg
452,,133099512432,1590499060,"零重构",5,保密,"我竟然一口气看完了[吃瓜]",2022-10-10 09:35:58,0,0,"黑眼探光明，逆向寻真理！",河北,否,https://i1.hdslb.com/bfs/face/f380b6c4e11478bac4ffe8e547976a7df540e73b.jpg
453,,133099400240,275102317,"夢的遇見",6,保密,"8分以下从不看",2022-10-10 09:33:14,1,0,"",辽宁,是,https://i1.hdslb.com/bfs/face/7a7c816d8ab8cf9ef34d3c51cbc517c1de61fa41.jpg
454,133099400240,133099544176,65370103,"白粥布丁",6,女,"6",2022-10-10 09:35:16,0,0,"",广东,否,https://i1.hdslb.com/bfs/face/225c36d449f8e232ea91abcfdad85e7056b75f0b.jpg
455,,133099391424,592006411,"白似简",5,保密,"讲电影  否
讲兵法  是",2022-10-10 09:32:50,0,0,"一行征雁向南飞",吉林,否,https://i1.hdslb.com/bfs/face/e08e598b1a89981e0b2fb4f9cb3247a1541e65e5.jpg
456,,133099442048,292392504,"SsHuany",6,保密,"三万整出三百万的活 up配音感觉会更好[热词系列_知识增加]",2022-10-10 09:32:41,0,1,"爱情不应该有偏见",河南,否,https://i0.hdslb.com/bfs/face/ac4a0a0f18a3c71735f9a7bf717463b126a880f5.jpg
457,,133099279728,3070297,"乱夜坚挺丶",6,男,"讲的真的很细致！充分了解古兵器和武功！",2022-10-10 09:32:34,0,0,"",河北,否,http://i1.hdslb.com/bfs/face/fe232aba737afa7bf5e761db2e774554818c7ccb.gif
458,,133099318784,631955251,"神威哪能流泪",5,保密,"看到这里我就想起来小学的时候，有一个同学家里有一把刀，开了刃的，特别重。我估摸着得有20-30斤吧，可帅了",2022-10-10 09:32:22,0,0,"",北京,否,https://i1.hdslb.com/bfs/face/eb532261e5b3b602e277d9618f7a76464c5ce6d4.jpg
459,,133099256768,8446582,"人间妖精神楽",6,男,"原来我看这个电影只看到了第一层。而up主已经看到第七层[doge]",2022-10-10 09:31:31,0,1,"四爱",甘肃,否,https://i1.hdslb.com/bfs/face/8d7c32b942aed6c220a3405c59fb8bb43eb39218.jpg
460,,133099103344,1156266560,"掉毛炼金术师",6,保密,"刀盾术那一段出来弹幕刷原的没人管，后面跟着发塞尔达立马被喷塞尔达万物起源，😨令人感叹",2022-10-10 09:29:55,0,1,"",福建,否,https://i2.hdslb.com/bfs/face/53cc18c1ac9ad54ad8ef33f911cdc209662ad0ff.jpg
461,,133098913136,348017212,"淦了这雪碧",5,保密,"坏了就记住一句，得加钱。[脸红]",2022-10-10 09:25:32,0,0,"公主抱的杰克好绅士的说",安徽,否,https://i1.hdslb.com/bfs/face/71d14c48c19bec2f1e47a62aae7507b18440cedb.jpg
462,,133098664192,1662932482,"999级",5,保密,"你信不信“沈炼”是八极拳宗师",2022-10-10 09:21:35,0,0,"",福建,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
463,,133098420544,74421663,"不仅是叶绿素",6,保密,"妈的越看越细，一个币给少了",2022-10-10 09:17:47,0,0,"",内蒙古,否,https://i0.hdslb.com/bfs/face/d091e759af7fd56e5e6003304ce16af495dcd26e.jpg
464,,133098192432,484165002,"灰的有点黑",6,保密,"绣春刀一好看，第二部也不差  但是一到杨幂就跳戏... 不止我一个人这么说   弹幕都是一样的[滑稽]",2022-10-10 09:14:47,0,2,"噢哟",广东,是,https://i0.hdslb.com/bfs/face/aa9887dc6ca5f8c273e1067826b9266fa1b95b65.jpg
465,,133098124192,456748366,"小罗饼干儿",5,女,"真的，有某人我就没看，太出戏了",2022-10-10 09:14:36,0,0,"本人放大镜人格，对我礼貌我对你礼貌，对我冒犯我对你更冒犯。么么",河北,否,https://i1.hdslb.com/bfs/face/022f5500173539cb155366b150129a83560e0023.jpg
466,,133097981040,308123635,"拥有两亿少女的小新",5,保密,"可以等价成房子。大米那时候没那么好的产量[doge]",2022-10-10 09:12:31,0,0,"",陕西,否,http://i0.hdslb.com/bfs/face/50ca8637a8ef613ec51fe9a6ccf1aea8e22a21ca.jpg
467,,133097933088,560429856,"七七小巷",5,保密,"讲的真棒[支持]，既有科普又有深度解析，up加油，希望能看到更多此类优秀作品",2022-10-10 09:10:25,0,0,"既念过往，又惧将来。",内蒙古,否,https://i0.hdslb.com/bfs/face/2e8bf191a9f03830f758a15295da377b8972652c.jpg
468,,133097799088,781493,"cnKacha",6,保密,"拆解讲解的很精彩，让我忍不住想再看一遍这部电影了",2022-10-10 09:09:00,0,1,"有事请私信，谢谢！",安徽,否,https://i2.hdslb.com/bfs/face/05488561bbff9dcf63f66f63767fede919f20c17.jpg
469,,133097425440,2129443938,"羽-心澈",4,男,"戚继光太厉害了，又懂兵法，又懂阵法，又懂兵器",2022-10-10 09:04:46,0,1,"你好！",湖北,否,https://i0.hdslb.com/bfs/face/8311a7639dd5f5fe7271616ec99f88b5bb199da2.jpg
470,,133097185920,363676129,"嘎嘎嘎嘎嘎嘎哈啊哈",5,保密,"不合理，杀了魏忠贤钱不也是自己的吗[笑哭]",2022-10-10 09:01:22,0,0,"",北京,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
471,,133097038832,430412417,"贰佰五少校",6,保密,"豆瓣这两年被粉丝注水太严重，早些年6分都是高分了",2022-10-10 08:59:34,0,0,"",河南,是,https://i2.hdslb.com/bfs/face/9a8b99e99dedca75948b2e24912a8de49df6841d.jpg
472,,133096373472,61598667,"没内味了",6,男,"砍完之后这个微微一笑好尬啊，[跪了]",2022-10-10 08:47:46,0,0,"",黑龙江,否,https://i0.hdslb.com/bfs/face/47adfc6cf00008834e548d8e83dbacd87fbdac6e.jpg
473,,133096241312,360186782,"犯下从没承认的错",6,男,"精彩！三连奉上[鸡腿]",2022-10-10 08:45:11,0,0,"",吉林,否,https://i2.hdslb.com/bfs/face/b91871ba5700945b0488a2c383ca107b83da1f3a.jpg
474,,133096126112,26199359,"靑时雨",6,男,"看这视频属实是长了不少知识，不得不说up真细啊，懂得也多[小电视_赞]",2022-10-10 08:43:31,0,1,"向亚伦·布什内尔致敬！",云南,是,https://i2.hdslb.com/bfs/face/07dfc8a4264a41a325bba5189f7ec6d4d419b2c4.jpg
475,,133096009760,1617275631,"暗沉的猫",5,保密,"绯村。。。",2022-10-10 08:41:27,0,0,"求求关注一下这个小透明",江西,是,https://i0.hdslb.com/bfs/face/aab50e4c54959bc7ba9c78f2c072d0792850480a.jpg
476,,133095578688,270030031,"晓霜白露i",6,保密,"加钱",2022-10-10 08:35:30,0,0,"站街 啥也不卖 纯挡道 挪一次二十",山东,否,https://i1.hdslb.com/bfs/face/bc5e9f5608675b448555d4d5fedc37c771bc2439.jpg
477,,133095625312,433375978,"一俗人L",6,男,"再厉害的刀，也砍不了拼多多那一刀[滑稽][吃瓜][妙啊][doge][脱单doge]",2022-10-10 08:34:00,1,9,"我喜欢你像风走了八千里",广西,是,https://i1.hdslb.com/bfs/face/efc8ae53de8ee8e23d84d42760f64dad2f4cee89.jpg
478,133095625312,133096222288,433375978,"一俗人L",6,男,"丁修贼润[脱单doge]",2022-10-10 08:46:21,0,0,"我喜欢你像风走了八千里",广西,是,https://i1.hdslb.com/bfs/face/efc8ae53de8ee8e23d84d42760f64dad2f4cee89.jpg
479,,133095465120,380956718,"00000112302",5,保密,"这个动作，要求速度至少是对方两倍，既有力气格挡对方刀剑，又能在对方落空后，在没有借力的情况下斩断对方的刀剑。真有这个实力，这架没法打，压根不在一个段位上",2022-10-10 08:31:45,0,0,"",内蒙古,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
480,,133095163824,220065762,"小狮_不韦",5,保密,"糊涂啊，你死了，钱就都是我的了",2022-10-10 08:26:37,0,0,"",江苏,否,https://i0.hdslb.com/bfs/face/5c6e7d0f8bf8389502021485602b0b8dff77dd4c.jpg
481,,133095052384,28395583,"暖楓",6,保密,"从龙？",2022-10-10 08:24:05,0,0,"",陕西,是,http://i1.hdslb.com/bfs/face/d5891f5eb3b447f8ab42b9ed55b03e4125846b3b.jpg
482,,133094940112,1819798216,"愿你简单执着",5,男,"好久没看这么过瘾这么认真了，这是个宝藏UP，必须三连不犹豫[支持]",2022-10-10 08:23:16,0,1,"喜欢安静，喜欢夏天夜晚雨后天晴的月光和虫鸣，打开窗户，看着天空月亮和星星，微风吹过，没有什么比夏天的夜晚更美好了…",山东,否,https://i1.hdslb.com/bfs/face/cecaf0b72353aaef2f252157876ff7711a11aec5.jpg
483,,133094894480,268564152,"摇滚掠食者",6,保密,"什么就砍断了女星的武侠梦？哪来的词儿啊就这么用，还有什么曹公公一退，中国武侠倒退了二十年，哎呀，听着就尬得很。",2022-10-10 08:20:53,0,1,"个性签名什么的最麻烦了",山东,是,http://i0.hdslb.com/bfs/face/0de2c6a38d83c47fcaf989d151c0c4f864e4dbbb.jpg
484,,133094276560,62660486,"血宝爸爸",6,保密,"看来不能看不起空手道 毕竟他爹是唐手",2022-10-10 08:10:24,0,0,"",北京,否,http://i2.hdslb.com/bfs/face/db9e2f999abccc2c85a9c97af92b750345110a13.jpg
485,,133093893408,7917499,"Shan_1_",6,男,"我有一个疑惑。既然都被放回去了。干嘛还要听他的[doge]",2022-10-10 08:04:40,0,0,"",广东,否,https://i1.hdslb.com/bfs/face/f5ad1f76113c1c0563b2d34fff51f1ccc6bed480.jpg
486,,133093739856,424290679,"红土苓",6,保密,"你在什么平台看的这么清晰我在其他APP看的一打架就卡的一批",2022-10-10 08:02:09,0,0,"",云南,是,https://i1.hdslb.com/bfs/face/771a8b24e716019f8c699fab113959bcb01f434d.jpg
487,,133093847888,574418881,"TOooR1",6,保密,"可惜，拍的好但是不赚钱，以后不会再拍了。",2022-10-10 08:02:07,0,0,"我知道你很急，但是我不看任何回复",黑龙江,否,https://i1.hdslb.com/bfs/face/06dd7849602efaa3275860b583947a004659d775.jpg
488,,133091348224,451531024,"无穷小亮的科普日嫦",6,保密,"孙兴[妙啊]",2022-10-10 06:56:19,0,1,"希望是最美好的东西了",河北,否,https://i1.hdslb.com/bfs/face/cb67b81609f68aef9ddb01651f26e3abe856c7d2.jpg
489,,133091019328,72627860,"嘁叱咔嚓",6,保密,"除了痘印剪辑明显没有其他毛病",2022-10-10 06:45:30,0,0,"我友好的问候～(￣▽￣～)(～￣▽￣)～",河北,是,https://i2.hdslb.com/bfs/face/c7960cd77a2f930da67b7649452650a6ca8baee0.jpg
490,,133090898576,294623233,"罢戈bug",6,男,"13骑兵不放风筝，我能想到的即视感是：河道龙坑，剑魔，五打一。我要是人多的那一波，我也直接莽[滑稽]，谁能想到被一个人包围了[捂脸]",2022-10-10 06:37:38,0,0,"人的XP无论如何恶堕，在内心的最深处，都是对纯爱的渴望--B友",浙江,否,https://i1.hdslb.com/bfs/face/4689a51815f943255fd778dbca15031f48fc41ef.jpg
491,,133090525696,105283599,"小吴鱼",6,男,"吹啥吹的。沈练起码要愣神了2秒才能被女的切断武器，",2022-10-10 06:19:11,0,0,"",福建,是,http://i0.hdslb.com/bfs/face/4d492d6303029afd61c39f2955cfc66a901b73e3.jpg
492,,133090359808,104750742,"卖女孩的小火柴先森h",6,保密,"就是润[doge]",2022-10-10 06:02:20,0,0,"內每周奴姆阿帕
一切都是选择，选择你所能承受的",内蒙古,是,https://i0.hdslb.com/bfs/face/c45d6e718d36f59d3dec5a47d569688f7555b5e7.jpg
493,,133090335552,435705715,"上单可能有猫饼",5,保密,"筅乃用大毛竹，上截连四旁附枝，节节枒杈，视之粗可二尺，长一丈五六尺。人用手势遮蔽全身，刀鎗丛刺必不能入，故人胆自大，用为前列，乃南方杀倭利器。”",2022-10-10 05:56:56,0,0,"",山西,否,https://i1.hdslb.com/bfs/face/b15348bd4386ad5b6a81a4d0bbeee87d24ec0ad9.jpg
494,,133089229584,430310578,"幻觉灵现",6,保密,"我觉得可以打8分",2022-10-10 04:31:01,0,0,"",广东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
495,,133088858544,324886395,"真理与枪炮",6,男,"那个说砍不断的，我初中跟同学两把开山刀对砍，结果我同学那把刀把我刀砍断了，怎么说[doge]您摸过刀吗就砍不断，菜鸡",2022-10-10 04:08:30,0,0,"放弃幻想，艰苦奋斗！",山东,否,https://i0.hdslb.com/bfs/face/bc15b4aa02914b8b5f0157351ad3418539fa9a00.jpg
496,,133088644272,14763166,"闲之煞",6,保密,"确实够深度，有理有据，令人信服[妙啊]",2022-10-10 03:44:13,0,0,"",广东,是,https://i1.hdslb.com/bfs/face/9278b1dc90a3627fbe920d88e07df62d6ff802cf.jpg
497,,133087897280,1606997545,"你好大冬先生",5,保密,"这视频用心了，赞了",2022-10-10 03:14:46,0,0,"",海南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
498,,133087827872,343638513,"夜来十里香",5,男,"骑兵那段很好解释的呀，王者5包1，谁tm上来就放大呀，残血相想放大招已经来不及了[抠鼻]",2022-10-10 03:13:51,0,0,"千山暮雪",江苏,否,https://i0.hdslb.com/bfs/face/ee6f9bb966790600bafca4760e23356af2a45ef1.jpg
499,,133087727968,14181878,"max927",5,男,"碧芭拉赵靖忠[doge]",2022-10-10 03:04:21,0,0,"",湖北,否,https://i2.hdslb.com/bfs/face/5290175b36fdcc1859d83d02f17852e56a2981d8.jpg
500,,133087653536,698216303,"芝士蛋糕加辣",6,保密,"up好牛，教武不[tv_doge]细节解析那么清楚，不如开武馆吧，做津门第一[原神_欸嘿]",2022-10-10 03:04:06,0,0,"没有关系，要乐观呀",云南,否,https://i2.hdslb.com/bfs/face/d5d103661f741db01bae8ee3555d8154906e0267.webp
501,,133087425680,43847909,"不愛吃猫的魚丶",6,男,"这样拿刀第一下档格是扛不住顺劈的",2022-10-10 02:56:39,0,0,"洗洗睡吧",广西,否,https://i2.hdslb.com/bfs/face/26bbf8e7746234f02723cb0af35af7ffbf4d0889.jpg
502,,133087500096,502090756,"鲁提辖",6,保密,"特别喜欢这两部电影的重量感。",2022-10-10 02:55:15,0,0,"",黑龙江,否,https://i1.hdslb.com/bfs/face/b4f3c4cf058a9b1b855ff02de5e5ffd535bdeca5.jpg
503,,133087138352,13547492,"树花骸",6,男,"我居然看完了",2022-10-10 02:42:00,0,0,"愧对吾名",广东,是,https://i2.hdslb.com/bfs/face/837b49d56b01f0bec374c80c00c2f03a8660a67c.jpg
504,,133086559568,24433840,"风不可没",6,男,"不是 这电影这么细的么[笑哭]太牛了啊",2022-10-10 02:25:04,0,0,"感谢各位的关注！up会继续努力的 哈哈",北京,是,https://i1.hdslb.com/bfs/face/03ed756858e5520f00ca4337089b7148c554fa08.jpg
505,,133086539408,136610791,"烤肉的先生",6,保密,"陌刀是斩马刀，丁修的苗刀也差不多吧",2022-10-10 02:23:10,0,0,"勿忘国耻，振新中华。",辽宁,否,https://i1.hdslb.com/bfs/face/ec77b8251505fe1fe2f2451865a60789a282df61.jpg
506,,133086157520,244959027,"次元师",6,保密,"牛逼，四十分钟，最近几个月唯一能让我看完还意犹未尽的长视频，做的真好",2022-10-10 02:14:50,0,1,"对游戏制作感兴趣的同学可以关注一下ʕ•͡ω•ʔ，上传游戏制作相关视频，每个视频都是我万千中挑选出来的，致力探索游戏婴儿期",上海,否,https://i0.hdslb.com/bfs/face/4a67c7f8895482e7b9957185eb173c488c6b3ce4.jpg
